,普通,都会,町中,,,,,,,,,,,,,,,5:00:30,5:01:30,5:02:00,5:03:00,5:03:30,5:04:30,5:05:00,5:06:00,5:06:30,5:07:30,5:08:00,5:09:00,5:09:30,5:10:30,5:11:00,5:12:00
,普通,都会,温泉,5:01:20,5:03:20,5:03:40,5:05:40,5:06:00,5:08:00,5:08:20,5:10:20,5:10:50,5:12:20,5:12:40,5:14:10,5:14:30,5:16:00,5:18:30,5:19:30,5:20:00,5:21:00,5:21:30,5:22:30,5:23:00,5:24:00,5:24:30,5:25:30,5:26:00,5:27:00,5:27:30,5:28:30,5:29:00,5:30:00
,普通,都会,温泉,5:21:20,5:23:20,5:23:40,5:25:40,5:26:00,5:28:00,5:28:20,5:30:20,5:30:50,5:32:20,5:32:40,5:34:10,5:34:30,5:36:00,5:36:30,5:37:30,5:38:00,5:39:00,5:39:30,5:40:30,5:41:00,5:42:00,5:42:30,5:43:30,5:44:00,5:45:00,5:45:30,5:46:30,5:47:00,5:48:00
,普通,都会,温泉,5:41:20,5:43:20,5:43:40,5:45:40,5:46:00,5:48:00,5:48:20,5:50:20,5:50:50,5:52:20,5:52:40,5:54:10,5:54:30,5:56:00,5:56:30,5:57:30,5:58:00,5:59:00,5:59:30,6:00:30,6:01:00,6:02:00,6:02:30,6:03:30,6:04:00,6:05:00,6:05:30,6:06:30,6:07:00,6:08:00
,急行,都会,温泉,6:01:30,6:03:30,,6:05:30,,6:07:30,,6:09:30,6:10:00,6:11:30,,6:13:00,,6:14:30,6:15:00,6:16:00,,6:17:00,6:17:30,6:18:30,,6:19:30,,6:20:30,,6:21:30,,6:22:30,,6:23:30
,普通,都会,町中,,,,,,,,,,,,,,,,,,,6:19:00,6:20:00,6:20:30,6:21:30,6:22:00,6:23:00,6:23:30,6:24:30,6:25:00,6:26:00,6:26:30,6:27:30
,普通,都会,温泉,6:11:20,6:13:20,6:13:40,6:15:40,6:16:00,6:18:00,6:18:20,6:20:20,6:20:50,6:22:20,6:22:40,6:24:10,6:24:30,6:26:00,6:26:30,6:27:30,6:28:00,6:29:00,6:29:30,6:30:30,6:31:00,6:32:00,6:32:30,6:33:30,6:34:00,6:35:00,6:35:30,6:36:30,6:37:00,6:38:00
,急行,都会,温泉,6:21:30,6:23:30,,6:25:30,,6:27:30,,6:29:30,6:30:00,6:31:30,,6:33:00,,6:34:30,6:35:00,6:36:00,,6:37:00,6:37:30,6:38:30,,6:39:30,,6:40:30,,6:41:30,,6:42:30,,6:43:30
,普通,都会,町中,,,,,,,,,,,,,,,6:36:00,6:37:00,6:37:30,6:38:30,6:39:00,6:40:00,6:40:30,6:41:30,6:42:00,6:43:00,6:43:30,6:44:30,6:45:00,6:46:00,6:46:30,6:47:30
,普通,都会,温泉,6:31:20,6:33:20,6:33:40,6:35:40,6:36:00,6:38:00,6:38:20,6:40:20,6:40:50,6:42:20,6:42:40,6:44:10,6:44:30,6:46:00,6:46:30,6:47:30,6:48:00,6:49:00,6:49:30,6:50:30,6:51:00,6:52:00,6:52:30,6:53:30,6:54:00,6:55:00,6:55:30,6:56:30,6:57:00,6:58:00
,急行,都会,温泉,6:41:30,6:43:30,,6:45:30,,6:47:30,,6:49:30,6:50:00,6:51:30,,6:53:00,,6:54:30,6:55:00,6:56:00,,6:57:00,6:57:30,6:58:30,,6:59:30,,7:00:30,,7:01:30,,7:02:30,,7:03:30
,普通,都会,町中,,,,,,,,,,,,,,,6:56:00,6:57:00,6:57:30,6:58:30,6:59:00,7:00:00,7:00:30,7:01:30,7:02:00,7:03:00,7:03:30,7:04:30,7:05:00,7:06:00,7:06:30,7:07:30
,普通,都会,温泉,6:51:20,6:53:20,6:53:40,6:55:40,6:56:00,6:58:00,6:58:20,7:00:20,7:00:50,7:02:20,7:02:40,7:04:10,7:04:30,7:06:00,7:06:30,7:07:30,7:08:00,7:09:00,7:09:30,7:10:30,7:11:00,7:12:00,7:12:30,7:13:30,7:14:00,7:15:00,7:15:30,7:16:30,7:17:00,7:18:00
,急行,都会,温泉,7:01:30,7:03:30,,7:05:30,,7:07:30,,7:09:30,7:10:00,7:11:30,,7:13:00,,7:14:30,7:15:00,7:16:00,,7:17:00,7:17:30,7:18:30,,7:19:30,,7:20:30,,7:21:30,,7:22:30,,7:23:30
,普通,都会,町中,,,,,,,,,,,,,,,,,,,7:19:00,7:20:00,7:20:30,7:21:30,7:22:00,7:23:00,7:23:30,7:24:30,7:25:00,7:26:00,7:26:30,7:27:30
,普通,都会,温泉,7:08:20,7:10:20,7:10:40,7:12:40,7:13:00,7:15:00,7:15:20,7:17:20,7:17:50,7:19:20,7:19:40,7:21:10,7:21:30,7:23:00,7:23:30,7:24:30,7:25:00,7:26:00,7:26:30,7:27:30,7:28:00,7:29:00,7:29:30,7:30:30,7:31:00,7:32:00,7:32:30,7:33:30,7:34:00,7:35:00
,急行,都会,温泉,7:16:30,7:18:30,,7:20:30,,7:22:30,,7:24:30,7:25:00,7:26:30,,7:28:00,,7:29:30,7:30:00,7:31:00,,7:32:00,7:32:30,7:33:30,,7:34:30,,7:35:30,,7:36:30,,7:37:30,,7:38:30
,普通,都会,町中,,,,,,,,,,,,,,,7:31:00,7:32:00,7:32:30,7:33:30,7:34:00,7:35:00,7:35:30,7:36:30,7:37:00,7:38:00,7:38:30,7:39:30,7:40:00,7:41:00,7:41:30,7:42:30
,普通,都会,温泉,7:23:20,7:25:20,7:25:40,7:27:40,7:28:00,7:30:00,7:30:20,7:32:20,7:32:50,7:34:20,7:34:40,7:36:10,7:36:30,7:38:00,7:38:30,7:39:30,7:40:00,7:41:00,7:41:30,7:42:30,7:43:00,7:44:00,7:44:30,7:45:30,7:46:00,7:47:00,7:47:30,7:48:30,7:49:00,7:50:00
,急行,都会,温泉,7:31:30,7:33:30,,7:35:30,,7:37:30,,7:39:30,7:40:00,7:41:30,,7:43:00,,7:44:30,7:45:00,7:46:00,,7:47:00,7:47:30,7:48:30,,7:49:30,,7:50:30,,7:51:30,,7:52:30,,7:53:30
,普通,都会,町中,,,,,,,,,,,,,,,7:46:00,7:47:00,7:47:30,7:48:30,7:49:00,7:50:00,7:50:30,7:51:30,7:52:00,7:53:00,7:53:30,7:54:30,7:55:00,7:56:00,7:56:30,7:57:30
,普通,都会,温泉,7:38:20,7:40:20,7:40:40,7:42:40,7:43:00,7:45:00,7:45:20,7:47:20,7:47:50,7:49:20,7:49:40,7:51:10,7:51:30,7:53:00,7:53:30,7:54:30,7:55:00,7:56:00,7:56:30,7:57:30,7:58:00,7:59:00,7:59:30,8:00:30,8:01:00,8:02:00,8:02:30,8:03:30,8:04:00,8:05:00
,急行,都会,温泉,7:46:30,7:48:30,,7:50:30,,7:52:30,,7:54:30,7:55:00,7:56:30,,7:58:00,,7:59:30,8:00:00,8:01:00,,8:02:00,8:02:30,8:03:30,,8:04:30,,8:05:30,,8:06:30,,8:07:30,,8:08:30
,普通,都会,町中,,,,,,,,,,,,,,,8:01:00,8:02:00,8:02:30,8:03:30,8:04:00,8:05:00,8:05:30,8:06:30,8:07:00,8:08:00,8:08:30,8:09:30,8:10:00,8:11:00,8:11:30,8:12:30
,普通,都会,温泉,7:53:20,7:55:20,7:55:40,7:57:40,7:58:00,8:00:00,8:00:20,8:02:20,8:02:50,8:04:20,8:04:40,8:06:10,8:06:30,8:08:00,8:08:30,8:09:30,8:10:00,8:11:00,8:11:30,8:12:30,8:13:00,8:14:00,8:14:30,8:15:30,8:16:00,8:17:00,8:17:30,8:18:30,8:19:00,8:20:00
,急行,都会,温泉,8:01:30,8:03:30,,8:05:30,,8:07:30,,8:09:30,8:10:00,8:11:30,,8:13:00,,8:14:30,8:15:00,8:16:00,,8:17:00,8:17:30,8:18:30,,8:19:30,,8:20:30,,8:21:30,,8:22:30,,8:23:30
,普通,都会,町中,,,,,,,,,,,,,,,8:16:00,8:17:00,8:17:30,8:18:30,8:19:00,8:20:00,8:20:30,8:21:30,8:22:00,8:23:00,8:23:30,8:24:30,8:25:00,8:26:00,8:26:30,8:27:30
,普通,都会,温泉,8:08:20,8:10:20,8:10:40,8:12:40,8:13:00,8:15:00,8:15:20,8:17:20,8:17:50,8:19:20,8:19:40,8:21:10,8:21:30,8:23:00,8:23:30,8:24:30,8:25:00,8:26:00,8:26:30,8:27:30,8:28:00,8:29:00,8:29:30,8:30:30,8:31:00,8:32:00,8:32:30,8:33:30,8:34:00,8:35:00
,急行,都会,温泉,8:16:30,8:18:30,,8:20:30,,8:22:30,,8:24:30,8:25:00,8:26:30,,8:28:00,,8:29:30,8:30:00,8:31:00,,8:32:00,8:32:30,8:33:30,,8:34:30,,8:35:30,,8:36:30,,8:37:30,,8:38:30
,普通,都会,町中,,,,,,,,,,,,,,,8:31:00,8:32:00,8:32:30,8:33:30,8:34:00,8:35:00,8:35:30,8:36:30,8:37:00,8:38:00,8:38:30,8:39:30,8:40:00,8:41:00,8:41:30,8:42:30
,普通,都会,温泉,8:23:20,8:25:20,8:25:40,8:27:40,8:28:00,8:30:00,8:30:20,8:32:20,8:32:50,8:34:20,8:34:40,8:36:10,8:36:30,8:38:00,8:38:30,8:39:30,8:40:00,8:41:00,8:41:30,8:42:30,8:43:00,8:44:00,8:44:30,8:45:30,8:46:00,8:47:00,8:47:30,8:48:30,8:49:00,8:50:00
,急行,都会,温泉,8:31:30,8:33:30,,8:35:30,,8:37:30,,8:39:30,8:40:00,8:41:30,,8:43:00,,8:44:30,8:45:00,8:46:00,,8:47:00,8:47:30,8:48:30,,8:49:30,,8:50:30,,8:51:30,,8:52:30,,8:53:30
,普通,都会,町中,,,,,,,,,,,,,,,8:46:00,8:47:00,8:47:30,8:48:30,8:49:00,8:50:00,8:50:30,8:51:30,8:52:00,8:53:00,8:53:30,8:54:30,8:55:00,8:56:00,8:56:30,8:57:30
,普通,都会,温泉,8:38:20,8:40:20,8:40:40,8:42:40,8:43:00,8:45:00,8:45:20,8:47:20,8:47:50,8:49:20,8:49:40,8:51:10,8:51:30,8:53:00,8:53:30,8:54:30,8:55:00,8:56:00,8:56:30,8:57:30,8:58:00,8:59:00,8:59:30,9:00:30,9:01:00,9:02:00,9:02:30,9:03:30,9:04:00,9:05:00
,急行,都会,温泉,8:46:30,8:48:30,,8:50:30,,8:52:30,,8:54:30,8:55:00,8:56:30,,8:58:00,,8:59:30,9:00:00,9:01:00,,9:02:00,9:02:30,9:03:30,,9:04:30,,9:05:30,,9:06:30,,9:07:30,,9:08:30
,普通,都会,町中,,,,,,,,,,,,,,,9:01:00,9:02:00,9:02:30,9:03:30,9:04:00,9:05:00,9:05:30,9:06:30,9:07:00,9:08:00,9:08:30,9:09:30,9:10:00,9:11:00,9:11:30,9:12:30
,普通,都会,温泉,8:53:20,8:55:20,8:55:40,8:57:40,8:58:00,9:00:00,9:00:20,9:02:20,9:02:50,9:04:20,9:04:40,9:06:10,9:06:30,9:08:00,9:08:30,9:09:30,9:10:00,9:11:00,9:11:30,9:12:30,9:13:00,9:14:00,9:14:30,9:15:30,9:16:00,9:17:00,9:17:30,9:18:30,9:19:00,9:20:00
,急行,都会,温泉,9:01:30,9:03:30,,9:05:30,,9:07:30,,9:09:30,9:10:00,9:11:30,,9:13:00,,9:14:30,9:15:00,9:16:00,,9:17:00,9:17:30,9:18:30,,9:19:30,,9:20:30,,9:21:30,,9:22:30,,9:23:30
,普通,都会,町中,,,,,,,,,,,,,,,9:16:00,9:17:00,9:17:30,9:18:30,9:19:00,9:20:00,9:20:30,9:21:30,9:22:00,9:23:00,9:23:30,9:24:30,9:25:00,9:26:00,9:26:30,9:27:30
,普通,都会,温泉,9:06:50,9:08:50,9:09:10,9:11:10,9:11:30,9:13:30,9:13:50,9:15:50,9:16:20,9:17:50,9:18:10,9:19:40,9:20:00,9:21:30,9:22:00,9:23:00,9:23:20,9:24:20,9:24:50,9:25:50,9:26:10,9:27:10,9:27:30,9:28:30,9:28:50,9:29:50,9:30:10,9:31:10,9:31:30,9:32:30
,急行,都会,温泉,9:16:30,9:18:30,,9:20:30,,9:22:30,,9:24:30,9:25:00,9:26:30,,9:28:00,,9:29:30,9:30:00,9:31:00,,9:32:00,9:32:30,9:33:30,,9:34:30,,9:35:30,,9:36:30,,9:37:30,,9:38:30
,普通,都会,町中,,,,,,,,,,,,,,,9:31:00,9:32:00,9:32:30,9:33:30,9:34:00,9:35:00,9:35:30,9:36:30,9:37:00,9:38:00,9:38:30,9:39:30,9:40:00,9:41:00,9:41:30,9:42:30
,普通,都会,温泉,9:21:50,9:23:50,9:24:10,9:26:10,9:26:30,9:28:30,9:28:50,9:30:50,9:31:20,9:32:50,9:33:10,9:34:40,9:35:00,9:36:30,9:37:00,9:38:00,9:38:20,9:39:20,9:39:50,9:40:50,9:41:10,9:42:10,9:42:30,9:43:30,9:43:50,9:44:50,9:45:10,9:46:10,9:46:30,9:47:30
,急行,都会,温泉,9:31:30,9:33:30,,9:35:30,,9:37:30,,9:39:30,9:40:00,9:41:30,,9:43:00,,9:44:30,9:45:00,9:46:00,,9:47:00,9:47:30,9:48:30,,9:49:30,,9:50:30,,9:51:30,,9:52:30,,9:53:30
,普通,都会,町中,,,,,,,,,,,,,,,9:46:00,9:47:00,9:47:30,9:48:30,9:49:00,9:50:00,9:50:30,9:51:30,9:52:00,9:53:00,9:53:30,9:54:30,9:55:00,9:56:00,9:56:30,9:57:30
,普通,都会,温泉,9:36:50,9:38:50,9:39:10,9:41:10,9:41:30,9:43:30,9:43:50,9:45:50,9:46:20,9:47:50,9:48:10,9:49:40,9:50:00,9:51:30,9:52:00,9:53:00,9:53:20,9:54:20,9:54:50,9:55:50,9:56:10,9:57:10,9:57:30,9:58:30,9:58:50,9:59:50,10:00:10,10:01:10,10:01:30,10:02:30
,急行,都会,温泉,9:46:30,9:48:30,,9:50:30,,9:52:30,,9:54:30,9:55:00,9:56:30,,9:58:00,,9:59:30,10:00:00,10:01:00,,10:02:00,10:02:30,10:03:30,,10:04:30,,10:05:30,,10:06:30,,10:07:30,,10:08:30
,普通,都会,町中,,,,,,,,,,,,,,,10:01:00,10:02:00,10:02:30,10:03:30,10:04:00,10:05:00,10:05:30,10:06:30,10:07:00,10:08:00,10:08:30,10:09:30,10:10:00,10:11:00,10:11:30,10:12:30
,普通,都会,温泉,9:51:50,9:53:50,9:54:10,9:56:10,9:56:30,9:58:30,9:58:50,10:00:50,10:01:20,10:02:50,10:03:10,10:04:40,10:05:00,10:06:30,10:07:00,10:08:00,10:08:20,10:09:20,10:09:50,10:10:50,10:11:10,10:12:10,10:12:30,10:13:30,10:13:50,10:14:50,10:15:10,10:16:10,10:16:30,10:17:30
,急行,都会,温泉,10:01:30,10:03:30,,10:05:30,,10:07:30,,10:09:30,10:10:00,10:11:30,,10:13:00,,10:14:30,10:15:00,10:16:00,,10:17:00,10:17:30,10:18:30,,10:19:30,,10:20:30,,10:21:30,,10:22:30,,10:23:30
,普通,都会,町中,,,,,,,,,,,,,,,10:16:00,10:17:00,10:17:30,10:18:30,10:19:00,10:20:00,10:20:30,10:21:30,10:22:00,10:23:00,10:23:30,10:24:30,10:25:00,10:26:00,10:26:30,10:27:30
,普通,都会,温泉,10:06:50,10:08:50,10:09:10,10:11:10,10:11:30,10:13:30,10:13:50,10:15:50,10:16:20,10:17:50,10:18:10,10:19:40,10:20:00,10:21:30,10:22:00,10:23:00,10:23:20,10:24:20,10:24:50,10:25:50,10:26:10,10:27:10,10:27:30,10:28:30,10:28:50,10:29:50,10:30:10,10:31:10,10:31:30,10:32:30
,急行,都会,温泉,10:16:30,10:18:30,,10:20:30,,10:22:30,,10:24:30,10:25:00,10:26:30,,10:28:00,,10:29:30,10:30:00,10:31:00,,10:32:00,10:32:30,10:33:30,,10:34:30,,10:35:30,,10:36:30,,10:37:30,,10:38:30
,普通,都会,町中,,,,,,,,,,,,,,,10:31:00,10:32:00,10:32:30,10:33:30,10:34:00,10:35:00,10:35:30,10:36:30,10:37:00,10:38:00,10:38:30,10:39:30,10:40:00,10:41:00,10:41:30,10:42:30
,普通,都会,温泉,10:21:50,10:23:50,10:24:10,10:26:10,10:26:30,10:28:30,10:28:50,10:30:50,10:31:20,10:32:50,10:33:10,10:34:40,10:35:00,10:36:30,10:37:00,10:38:00,10:38:20,10:39:20,10:39:50,10:40:50,10:41:10,10:42:10,10:42:30,10:43:30,10:43:50,10:44:50,10:45:10,10:46:10,10:46:30,10:47:30
,急行,都会,温泉,10:31:30,10:33:30,,10:35:30,,10:37:30,,10:39:30,10:40:00,10:41:30,,10:43:00,,10:44:30,10:45:00,10:46:00,,10:47:00,10:47:30,10:48:30,,10:49:30,,10:50:30,,10:51:30,,10:52:30,,10:53:30
,普通,都会,町中,,,,,,,,,,,,,,,10:46:00,10:47:00,10:47:30,10:48:30,10:49:00,10:50:00,10:50:30,10:51:30,10:52:00,10:53:00,10:53:30,10:54:30,10:55:00,10:56:00,10:56:30,10:57:30
,普通,都会,温泉,10:36:50,10:38:50,10:39:10,10:41:10,10:41:30,10:43:30,10:43:50,10:45:50,10:46:20,10:47:50,10:48:10,10:49:40,10:50:00,10:51:30,10:52:00,10:53:00,10:53:20,10:54:20,10:54:50,10:55:50,10:56:10,10:57:10,10:57:30,10:58:30,10:58:50,10:59:50,11:00:10,11:01:10,11:01:30,11:02:30
,急行,都会,温泉,10:46:30,10:48:30,,10:50:30,,10:52:30,,10:54:30,10:55:00,10:56:30,,10:58:00,,10:59:30,11:00:00,11:01:00,,11:02:00,11:02:30,11:03:30,,11:04:30,,11:05:30,,11:06:30,,11:07:30,,11:08:30
,普通,都会,町中,,,,,,,,,,,,,,,11:01:00,11:02:00,11:02:30,11:03:30,11:04:00,11:05:00,11:05:30,11:06:30,11:07:00,11:08:00,11:08:30,11:09:30,11:10:00,11:11:00,11:11:30,11:12:30
,普通,都会,温泉,10:51:50,10:53:50,10:54:10,10:56:10,10:56:30,10:58:30,10:58:50,11:00:50,11:01:20,11:02:50,11:03:10,11:04:40,11:05:00,11:06:30,11:07:00,11:08:00,11:08:20,11:09:20,11:09:50,11:10:50,11:11:10,11:12:10,11:12:30,11:13:30,11:13:50,11:14:50,11:15:10,11:16:10,11:16:30,11:17:30
,急行,都会,温泉,11:01:30,11:03:30,,11:05:30,,11:07:30,,11:09:30,11:10:00,11:11:30,,11:13:00,,11:14:30,11:15:00,11:16:00,,11:17:00,11:17:30,11:18:30,,11:19:30,,11:20:30,,11:21:30,,11:22:30,,11:23:30
,普通,都会,町中,,,,,,,,,,,,,,,11:16:00,11:17:00,11:17:30,11:18:30,11:19:00,11:20:00,11:20:30,11:21:30,11:22:00,11:23:00,11:23:30,11:24:30,11:25:00,11:26:00,11:26:30,11:27:30
,普通,都会,温泉,11:06:50,11:08:50,11:09:10,11:11:10,11:11:30,11:13:30,11:13:50,11:15:50,11:16:20,11:17:50,11:18:10,11:19:40,11:20:00,11:21:30,11:22:00,11:23:00,11:23:20,11:24:20,11:24:50,11:25:50,11:26:10,11:27:10,11:27:30,11:28:30,11:28:50,11:29:50,11:30:10,11:31:10,11:31:30,11:32:30
,急行,都会,温泉,11:16:30,11:18:30,,11:20:30,,11:22:30,,11:24:30,11:25:00,11:26:30,,11:28:00,,11:29:30,11:30:00,11:31:00,,11:32:00,11:32:30,11:33:30,,11:34:30,,11:35:30,,11:36:30,,11:37:30,,11:38:30
,普通,都会,町中,,,,,,,,,,,,,,,11:31:00,11:32:00,11:32:30,11:33:30,11:34:00,11:35:00,11:35:30,11:36:30,11:37:00,11:38:00,11:38:30,11:39:30,11:40:00,11:41:00,11:41:30,11:42:30
,普通,都会,温泉,11:21:50,11:23:50,11:24:10,11:26:10,11:26:30,11:28:30,11:28:50,11:30:50,11:31:20,11:32:50,11:33:10,11:34:40,11:35:00,11:36:30,11:37:00,11:38:00,11:38:20,11:39:20,11:39:50,11:40:50,11:41:10,11:42:10,11:42:30,11:43:30,11:43:50,11:44:50,11:45:10,11:46:10,11:46:30,11:47:30
,急行,都会,温泉,11:31:30,11:33:30,,11:35:30,,11:37:30,,11:39:30,11:40:00,11:41:30,,11:43:00,,11:44:30,11:45:00,11:46:00,,11:47:00,11:47:30,11:48:30,,11:49:30,,11:50:30,,11:51:30,,11:52:30,,11:53:30
,普通,都会,町中,,,,,,,,,,,,,,,11:46:00,11:47:00,11:47:30,11:48:30,11:49:00,11:50:00,11:50:30,11:51:30,11:52:00,11:53:00,11:53:30,11:54:30,11:55:00,11:56:00,11:56:30,11:57:30
,普通,都会,温泉,11:36:50,11:38:50,11:39:10,11:41:10,11:41:30,11:43:30,11:43:50,11:45:50,11:46:20,11:47:50,11:48:10,11:49:40,11:50:00,11:51:30,11:52:00,11:53:00,11:53:20,11:54:20,11:54:50,11:55:50,11:56:10,11:57:10,11:57:30,11:58:30,11:58:50,11:59:50,12:00:10,12:01:10,12:01:30,12:02:30
,急行,都会,温泉,11:46:30,11:48:30,,11:50:30,,11:52:30,,11:54:30,11:55:00,11:56:30,,11:58:00,,11:59:30,12:00:00,12:01:00,,12:02:00,12:02:30,12:03:30,,12:04:30,,12:05:30,,12:06:30,,12:07:30,,12:08:30
,普通,都会,町中,,,,,,,,,,,,,,,12:01:00,12:02:00,12:02:30,12:03:30,12:04:00,12:05:00,12:05:30,12:06:30,12:07:00,12:08:00,12:08:30,12:09:30,12:10:00,12:11:00,12:11:30,12:12:30
,普通,都会,温泉,11:51:50,11:53:50,11:54:10,11:56:10,11:56:30,11:58:30,11:58:50,12:00:50,12:01:20,12:02:50,12:03:10,12:04:40,12:05:00,12:06:30,12:07:00,12:08:00,12:08:20,12:09:20,12:09:50,12:10:50,12:11:10,12:12:10,12:12:30,12:13:30,12:13:50,12:14:50,12:15:10,12:16:10,12:16:30,12:17:30
,急行,都会,温泉,12:01:30,12:03:30,,12:05:30,,12:07:30,,12:09:30,12:10:00,12:11:30,,12:13:00,,12:14:30,12:15:00,12:16:00,,12:17:00,12:17:30,12:18:30,,12:19:30,,12:20:30,,12:21:30,,12:22:30,,12:23:30
,普通,都会,町中,,,,,,,,,,,,,,,12:16:00,12:17:00,12:17:30,12:18:30,12:19:00,12:20:00,12:20:30,12:21:30,12:22:00,12:23:00,12:23:30,12:24:30,12:25:00,12:26:00,12:26:30,12:27:30
,普通,都会,温泉,12:06:50,12:08:50,12:09:10,12:11:10,12:11:30,12:13:30,12:13:50,12:15:50,12:16:20,12:17:50,12:18:10,12:19:40,12:20:00,12:21:30,12:22:00,12:23:00,12:23:20,12:24:20,12:24:50,12:25:50,12:26:10,12:27:10,12:27:30,12:28:30,12:28:50,12:29:50,12:30:10,12:31:10,12:31:30,12:32:30
,急行,都会,温泉,12:16:30,12:18:30,,12:20:30,,12:22:30,,12:24:30,12:25:00,12:26:30,,12:28:00,,12:29:30,12:30:00,12:31:00,,12:32:00,12:32:30,12:33:30,,12:34:30,,12:35:30,,12:36:30,,12:37:30,,12:38:30
,普通,都会,町中,,,,,,,,,,,,,,,12:31:00,12:32:00,12:32:30,12:33:30,12:34:00,12:35:00,12:35:30,12:36:30,12:37:00,12:38:00,12:38:30,12:39:30,12:40:00,12:41:00,12:41:30,12:42:30
2,普通,都会,温泉,12:21:50,12:23:50,12:24:10,12:26:10,12:26:30,12:28:30,12:28:50,12:30:50,12:31:20,12:32:50,12:33:10,12:34:40,12:35:00,12:36:30,12:37:00,12:38:00,12:38:20,12:39:20,12:39:50,12:40:50,12:41:10,12:42:10,12:42:30,12:43:30,12:43:50,12:44:50,12:45:10,12:46:10,12:46:30,12:47:30
102,急行,都会,温泉,12:31:30,12:33:30,,12:35:30,,12:37:30,,12:39:30,12:40:00,12:41:30,,12:43:00,,12:44:30,12:45:00,12:46:00,,12:47:00,12:47:30,12:48:30,,12:49:30,,12:50:30,,12:51:30,,12:52:30,,12:53:30
302,普通,都会,町中,,,,,,,,,,,,,,,12:46:00,12:47:00,12:47:30,12:48:30,12:49:00,12:50:00,12:50:30,12:51:30,12:52:00,12:53:00,12:53:30,12:54:30,12:55:00,12:56:00,12:56:30,12:57:30
,普通,都会,温泉,12:36:50,12:38:50,12:39:10,12:41:10,12:41:30,12:43:30,12:43:50,12:45:50,12:46:20,12:47:50,12:48:10,12:49:40,12:50:00,12:51:30,12:52:00,12:53:00,12:53:20,12:54:20,12:54:50,12:55:50,12:56:10,12:57:10,12:57:30,12:58:30,12:58:50,12:59:50,13:00:10,13:01:10,13:01:30,13:02:30
