,普通,温泉,町中,,,,,,,,,,,,,,,,,5:03:00,5:04:30,5:04:50,5:06:20,5:06:40,5:08:10,5:08:40,5:10:40,5:11:00,5:13:00,5:13:20,5:15:20,5:15:40,5:17:40
,普通,温泉,都会,5:11:00,5:12:00,5:12:30,5:13:30,5:14:00,5:15:00,5:15:30,5:16:30,5:17:00,5:18:00,5:18:30,5:19:30,5:20:00,5:21:00,5:21:30,5:22:30,5:23:00,5:24:30,5:24:50,5:26:20,5:26:40,5:28:10,5:28:40,5:30:40,5:31:00,5:33:00,5:33:20,5:35:20,5:35:40,5:37:40
,普通,温泉,車両基地,,,,,,,,,,,5:38:30,5:39:30,5:40:00,5:41:00,5:41:30,5:42:30,5:43:00,5:44:30,5:44:50,5:46:20,5:46:40,5:48:10,5:48:40,5:50:40,5:51:00,5:53:00,5:53:20,5:55:20,5:55:40,5:57:40
,普通,温泉,都会,5:41:00,5:42:00,5:42:30,5:43:30,5:44:00,5:45:00,5:45:30,5:46:30,5:47:00,5:48:00,5:48:30,5:49:30,5:50:00,5:51:00,5:51:30,5:52:30,5:53:00,5:54:30,5:54:50,5:56:20,5:56:40,5:58:10,5:58:40,6:00:40,6:01:00,6:03:00,6:03:20,6:05:20,6:05:40,6:07:40
,普通,温泉,学園都市,,,,,,,,,,,,,6:00:00,6:01:00,6:01:30,6:02:30,6:03:00,6:04:30,6:04:50,6:06:20,6:06:40,6:08:10,6:08:40,6:10:40,6:11:00,6:13:00,6:13:20,6:15:20,6:15:40,6:17:40
,普通,温泉,都会,6:01:00,6:02:00,6:02:30,6:03:30,6:04:00,6:05:00,6:05:30,6:06:30,6:07:00,6:08:00,6:08:30,6:09:30,6:10:00,6:11:00,6:11:30,6:12:30,6:13:00,6:14:30,6:14:50,6:16:20,6:16:40,6:18:10,6:18:40,6:20:40,6:21:00,6:23:00,6:23:20,6:25:20,6:25:40,6:27:40
,普通,温泉,都会,6:11:00,6:12:00,6:12:30,6:13:30,6:14:00,6:15:00,6:15:30,6:16:30,6:17:00,6:18:00,6:18:30,6:19:30,6:20:00,6:21:00,6:21:30,6:22:30,6:23:00,6:24:30,6:24:50,6:26:20,6:26:40,6:28:10,6:28:40,6:30:40,6:31:00,6:33:00,6:33:20,6:35:20,6:35:40,6:37:40
,普通,温泉,都会,6:21:00,6:22:00,6:22:30,6:23:30,6:24:00,6:25:00,6:25:30,6:26:30,6:27:00,6:28:00,6:28:30,6:29:30,6:30:00,6:31:00,6:31:30,6:32:30,6:33:00,6:34:30,6:34:50,6:36:20,6:36:40,6:38:10,6:38:40,6:40:40,6:41:00,6:43:00,6:43:20,6:45:20,6:45:40,6:47:40
,急行,温泉,都会,,,,,,,,,,,,,6:36:30,6:37:30,,6:38:30,6:39:00,6:40:30,,6:42:00,,6:43:30,6:44:00,6:46:00,,6:48:00,,6:50:00,,6:52:00
,普通,温泉,都会,6:31:00,6:32:00,6:32:30,6:33:30,6:34:00,6:35:00,6:35:30,6:36:30,6:37:00,6:38:00,6:38:30,6:39:30,6:40:00,6:41:00,6:41:30,6:42:30,6:43:00,6:44:30,6:44:50,6:46:20,6:46:40,6:48:10,6:48:40,6:50:40,6:51:00,6:53:00,6:53:20,6:55:20,6:55:40,6:57:40
,普通,神社口,車両基地,,,,,,,,,,,6:43:30,6:44:30,6:45:00,6:46:00,6:46:30,6:47:30,6:50:00,6:51:30,6:51:50,6:53:20,6:53:40,6:55:10,,,,,,,,
,急行,温泉,都会,6:40:00,6:41:00,,6:42:00,,6:43:00,,6:44:00,,6:45:00,,6:46:00,6:46:30,6:47:30,,6:48:30,6:49:00,6:50:30,,6:52:00,,6:53:30,6:54:00,6:56:00,,6:58:00,,7:00:00,,7:02:00
,普通,温泉,都会,6:41:00,6:42:00,6:42:30,6:43:30,6:44:00,6:45:00,6:45:30,6:46:30,6:47:00,6:48:00,6:48:30,6:49:30,6:50:00,6:51:00,6:51:30,6:52:30,6:53:00,6:54:30,6:54:50,6:56:20,6:56:40,6:58:10,6:58:40,7:00:40,7:01:00,7:03:00,7:03:20,7:05:20,7:05:40,7:07:40
,普通,神社口,車両基地,,,,,,,,,,,6:53:30,6:54:30,6:55:00,6:56:00,6:56:30,6:57:30,7:00:00,7:01:30,7:01:50,7:03:20,7:03:40,7:05:10,,,,,,,,
,急行,温泉,都会,,,,,,,,,,,,,6:56:30,6:57:30,,6:58:30,6:59:00,7:00:30,,7:02:00,,7:03:30,7:04:00,7:06:00,,7:08:00,,7:10:00,,7:12:00
,普通,温泉,都会,6:51:00,6:52:00,6:52:30,6:53:30,6:54:00,6:55:00,6:55:30,6:56:30,6:57:00,6:58:00,6:58:30,6:59:30,7:00:00,7:01:00,7:01:30,7:02:30,7:03:00,7:04:30,7:04:50,7:06:20,7:06:40,7:08:10,7:08:40,7:10:40,7:11:00,7:13:00,7:13:20,7:15:20,7:15:40,7:17:40
,普通,神社口,車両基地,,,,,,,,,,,7:03:30,7:04:30,7:05:00,7:06:00,7:06:30,7:07:30,7:10:00,7:11:30,7:11:50,7:13:20,7:13:40,7:15:10,,,,,,,,
,急行,温泉,都会,7:00:00,7:01:00,,7:02:00,,7:03:00,,7:04:00,,7:05:00,,7:06:00,7:06:30,7:07:30,,7:08:30,7:09:00,7:10:30,,7:12:00,,7:13:30,7:14:00,7:16:00,,7:18:00,,7:20:00,,7:22:00
,普通,温泉,都会,7:01:00,7:02:00,7:02:30,7:03:30,7:04:00,7:05:00,7:05:30,7:06:30,7:07:00,7:08:00,7:08:30,7:09:30,7:10:00,7:11:00,7:11:30,7:12:30,7:13:00,7:14:30,7:14:50,7:16:20,7:16:40,7:18:10,7:18:40,7:20:40,7:21:00,7:23:00,7:23:20,7:25:20,7:25:40,7:27:40
,普通,学園都市,都会,7:03:00,7:04:00,7:04:30,7:05:30,7:06:00,7:07:00,7:07:30,7:08:30,7:09:00,7:10:00,7:10:30,7:11:30,,,,,,,,,,,,,,,,,,
,普通,神社口,都会,7:06:00,7:07:00,7:07:30,7:08:30,7:09:00,7:10:00,7:10:30,7:11:30,7:12:00,7:13:00,7:13:30,7:14:30,7:15:00,7:16:00,7:16:30,7:17:30,7:20:00,7:21:30,7:21:50,7:23:20,7:23:40,7:25:10,,,,,,,,
,急行,温泉,都会,7:10:00,7:11:00,,7:12:00,,7:13:00,,7:14:00,,7:15:00,,7:16:00,7:16:30,7:17:30,,7:18:30,7:19:00,7:20:30,,7:22:00,,7:23:30,7:24:00,7:26:00,,7:28:00,,7:30:00,,7:32:00
,普通,温泉,都会,7:11:00,7:12:00,7:12:30,7:13:30,7:14:00,7:15:00,7:15:30,7:16:30,7:17:00,7:18:00,7:18:30,7:19:30,7:20:00,7:21:00,7:21:30,7:22:30,7:23:00,7:24:30,7:24:50,7:26:20,7:26:40,7:28:10,7:28:40,7:30:40,7:31:00,7:33:00,7:33:20,7:35:20,7:35:40,7:37:40
,普通,学園都市,都会,7:13:00,7:14:00,7:14:30,7:15:30,7:16:00,7:17:00,7:17:30,7:18:30,7:19:00,7:20:00,7:20:30,7:21:30,,,,,,,,,,,,,,,,,,
,普通,神社口,都会,7:16:00,7:17:00,7:17:30,7:18:30,7:19:00,7:20:00,7:20:30,7:21:30,7:22:00,7:23:00,7:23:30,7:24:30,7:25:00,7:26:00,7:26:30,7:27:30,7:30:00,7:31:30,7:31:50,7:33:20,7:33:40,7:35:10,,,,,,,,
,急行,温泉,都会,7:20:00,7:21:00,,7:22:00,,7:23:00,,7:24:00,,7:25:00,,7:26:00,7:26:30,7:27:30,,7:28:30,7:29:00,7:30:30,,7:32:00,,7:33:30,7:34:00,7:36:00,,7:38:00,,7:40:00,,7:42:00
,普通,温泉,都会,7:21:00,7:22:00,7:22:30,7:23:30,7:24:00,7:25:00,7:25:30,7:26:30,7:27:00,7:28:00,7:28:30,7:29:30,7:30:00,7:31:00,7:31:30,7:32:30,7:33:00,7:34:30,7:34:50,7:36:20,7:36:40,7:38:10,7:38:40,7:40:40,7:41:00,7:43:00,7:43:20,7:45:20,7:45:40,7:47:40
,普通,学園都市,都会,7:23:00,7:24:00,7:24:30,7:25:30,7:26:00,7:27:00,7:27:30,7:28:30,7:29:00,7:30:00,7:30:30,7:31:30,,,,,,,,,,,,,,,,,,
